Wall time,Step,Value
1751247932.3006961,3438592,-35502.77734375
1751247942.6315598,3446784,-35550.34765625
1751247944.679596,3448832,-35709.5703125
1751247948.670773,3450880,-35999.48046875
1751247954.92001,3457024,-36035.47265625
1751247965.677005,3465216,-35670.35546875
1751247967.706434,3467264,-35712.52734375
1751247973.527157,3471360,-35825.2578125
1751247975.545044,3473408,-36108.6171875
1751247977.588064,3475456,-36067.40234375
1751247979.6744661,3477504,-35912.9140625
1751247985.4027069,3481600,-35913.9296875
1751247991.6613429,3487744,-35602.8828125
1751247993.725611,3489792,-35686.921875
1751247997.7643452,3491840,-35758.25
1751247999.88191,3493888,-35880.98828125
1751248010.001316,3502080,-35795.8125
1751248011.984894,3504128,-35911.2578125
1751248024.486229,3514368,-35497.01953125
1751248028.536769,3518464,-34977.83203125
1751248032.300684,3520512,-34864.65234375
1751248034.558178,3522560,-35128.8515625
1751248044.4895418,3530752,-34382.7578125
1751248050.881461,3536896,-34078.63671875
1751248056.871274,3540992,-33798.8671875
1751248064.274134,3547136,-33663.109375
1751248066.613114,3549184,-33704.2421875
1751248070.550642,3551232,-33731.88671875
1751248072.7430909,3553280,-34086.4609375
1751248074.8135412,3555328,-34158.3125
1751248079.173697,3559424,-34115.98046875
1751248085.3779478,3563520,-33810.3359375
1751248091.9486668,3569664,-33795.57421875
1751248095.7995331,3571712,-33531.8828125
1751248099.8949912,3575808,-34135.7109375
1751248101.936539,3577856,-34123.6171875
1751248103.982479,3579904,-34171.4375
1751248112.319423,3586048,-34493.97265625
1751248118.1962838,3590144,-34777.2578125
1751248120.4245892,3592192,-34524.34765625
1751248122.618688,3594240,-34614.9765625
1751248124.9776692,3596288,-34632.18359375
1751248143.8765042,3610624,-35558.2890625
1751248146.231006,3612672,-35526.8359375
1751248152.412769,3618816,-35450.78125
1751248164.974636,3629056,-35943.3125
1751248175.3404212,3637248,-36935.12109375
1751248181.241239,3641344,-37263.28515625
1751248192.314755,3649536,-36780.49609375
1751248196.848376,3651584,-36939.6796875
1751248202.5501618,3655680,-36859.296875
1751248214.2123451,3663872,-37383.2890625
1751248216.2644491,3665920,-37052.14453125
1751248218.339073,3667968,-36776.5625
1751248225.267272,3672064,-36832.62890625
1751248228.058321,3674112,-36713.77734375
1751248230.007766,3676160,-36641.8671875
1751248241.033164,3684352,-37099.33203125
1751248252.2687511,3692544,-36843.9296875
1751248256.522989,3696640,-36833.015625
1751248258.618403,3698688,-36698.73828125
1751248265.3873699,3702784,-36221.62109375
1751248281.089447,3715072,-35053.64453125
1751248283.354862,3717120,-35221.9765625
1751248292.197061,3723264,-35089.03125
1751248298.49545,3729408,-34544.84765625
1751248308.900415,3737600,-34680.55078125
1751248317.514873,3741696,-35270.4921875
1751248342.9003808,3749888,-35111.07421875
1751248356.086656,3758080,-34958.06640625
1751248360.648138,3760128,-35142.671875
1751248363.83673,3762176,-35110.07421875
1751248378.616947,3770368,-34787.7734375
1751248383.091918,3772416,-34864.890625
1751248392.275418,3778560,-35259.73046875
1751248398.318871,3780608,-35294.1953125
1751248400.7993789,3782656,-35447.2890625
1751248428.56188,3788800,-35494.21484375
1751248443.4171252,3794944,-35376.03515625
1751248445.947702,3796992,-35177.37109375
1751248452.986274,3801088,-35438.25390625
1751248461.10164,3805184,-35123.94140625
1751248465.898444,3807232,-34958.4609375
1751248469.410025,3809280,-34978.14453125
1751248492.768511,3823616,-34410.57421875
1751248506.973144,3827712,-34262.48828125
1751248516.8533561,3829760,-34512.31640625
1751248566.581355,3842048,-35288.31640625
1751248573.797853,3844096,-35085.07421875
1751248578.0258932,3846144,-35271.2109375
1751248582.255501,3848192,-35679.16796875
1751248593.00723,3850240,-35351.6953125
1751248605.979445,3854336,-35239.01171875
1751248616.422622,3860480,-35143.921875
1751248635.542801,3874816,-35583.37109375
1751248637.684412,3876864,-35311.9765625
1751248639.7539468,3878912,-35355.52734375
1751248663.281457,3897344,-35683.6875
1751248671.7866082,3903488,-35996.984375
1751248673.950471,3905536,-35993.078125
1751248685.1837,3913728,-35985.01953125
1751248687.45741,3915776,-35801.6875
1751248689.8286421,3917824,-35350.375
1751248691.9356859,3919872,-35542.61328125
1751248700.835778,3926016,-35845.7734375
1751248702.903573,3928064,-35846.41015625
