Wall time,Step,Value
1751244938.997244,1400000,-38853.93359375
1751244950.4744709,1410000,-33855.01171875
1751244962.602001,1420000,-33791.6953125
1751244974.0249012,1430000,-38677.515625
1751244985.527331,1440000,-38575.70703125
1751244997.117884,1450000,-30891.21875
1751245008.431006,1460000,-37977.17578125
1751245020.452273,1470000,-30988.876953125
1751245032.23313,1480000,-40177.046875
1751245044.241909,1490000,-38428.01171875
1751245055.684017,1500000,-42844.203125
1751245067.844563,1510000,-30436.7890625
1751245081.125793,1520000,-41253.16796875
1751245093.513424,1530000,-37558.54296875
1751245104.540545,1540000,-36613.25
1751245116.571884,1550000,-32163.498046875
1751245128.222992,1560000,-34193.515625
1751245140.003747,1570000,-41871.921875
1751245151.730434,1580000,-37667.74609375
1751245163.16743,1590000,-34453.30859375
1751245174.955145,1600000,-39868.734375
1751245186.377604,1610000,-29804.568359375
1751245198.351251,1620000,-35763.8515625
1751245210.5578802,1630000,-34490.0625
1751245222.315079,1640000,-37392.66796875
1751245233.886765,1650000,-33500.90234375
1751245246.580787,1660000,-36107.8515625
1751245258.7723498,1670000,-38869.53515625
1751245270.8624792,1680000,-36090.390625
1751245286.142758,1690000,-38443.99609375
1751245297.948846,1700000,-35710.96875
1751245312.6573849,1710000,-35242.30859375
1751245325.8312562,1720000,-39159.9140625
1751245343.621972,1730000,-33517.28515625
1751245354.460549,1740000,-26709.13671875
1751245366.8141398,1750000,-42495.55859375
1751245378.8329659,1760000,-33634.3515625
1751245390.75559,1770000,-32824.51953125
1751245403.529481,1780000,-33776.40234375
1751245415.064121,1790000,-38869.66015625
1751245426.356252,1800000,-33924.83203125
1751245438.1201012,1810000,-33381.140625
1751245449.7227561,1820000,-34082.23046875
1751245460.723053,1830000,-31985.080078125
1751245471.632083,1840000,-40114.3203125
1751245482.7191381,1850000,-30709.623046875
1751245499.731532,1860000,-36819.7109375
1751245524.038691,1870000,-35699.7734375
1751245546.271203,1880000,-31252.83203125
1751245562.54222,1890000,-41065.1015625
1751245577.6321878,1900000,-34051.69140625
1751245590.955057,1910000,-33346.71875
1751245605.164171,1920000,-37347.7734375
1751245619.78883,1930000,-34106.0703125
1751245634.791608,1940000,-34036.49609375
1751245649.501647,1950000,-30204.87890625
1751245663.569087,1960000,-31453.779296875
1751245678.9565618,1970000,-34259.0703125
1751245694.620024,1980000,-34858.02734375
1751245709.0995378,1990000,-33060.6171875
1751245721.8792992,2000000,-36098.16015625
1751245734.135487,2010000,-36767.82421875
1751245746.558323,2020000,-36628.58203125
1751245758.574111,2030000,-37657.51953125
1751245771.582332,2040000,-43445.45703125
1751245783.305933,2050000,-36456.82421875
1751245795.21406,2060000,-34691.09765625
1751245808.6486259,2070000,-33648.5546875
1751245820.8572328,2080000,-33590.48046875
1751245836.526471,2090000,-40553.61328125
1751245849.4938,2100000,-36532.36328125
1751245863.366205,2110000,-38488.93359375
1751245875.590166,2120000,-36282.75390625
1751245888.800281,2130000,-36475.11328125
1751245904.0963242,2140000,-33846.875
1751245917.357316,2150000,-30456.119140625
1751245932.299681,2160000,-31635.814453125
1751245961.591291,2170000,-41124.25
1751245975.4501,2180000,-32961.91015625
1751245989.704011,2190000,-36161.70703125
1751246003.432223,2200000,-39496.203125
1751246016.642358,2210000,-34811.359375
1751246028.9651442,2220000,-32175.330078125
1751246044.090644,2230000,-32220.03515625
1751246058.845839,2240000,-49514.3359375
1751246071.686816,2250000,-43395.90234375
1751246083.797654,2260000,-36212.25390625
1751246096.285759,2270000,-32277.298828125
1751246109.889667,2280000,-32655.70703125
1751246122.527366,2290000,-35121.54296875
1751246134.751914,2300000,-33845.73046875
1751246145.963474,2310000,-34934.79296875
1751246158.465707,2320000,-37324.12890625
1751246171.032479,2330000,-29342.328125
1751246186.574605,2340000,-37922.4921875
1751246201.7933388,2350000,-33591.7109375
1751246214.43972,2360000,-34822.84765625
1751246226.681254,2370000,-40243.45703125
1751246239.221217,2380000,-40752.24609375
1751246252.6959412,2390000,-37453.33984375
1751246264.6104152,2400000,-37116.859375
1751246304.2809322,2410000,-34018.234375
1751246316.792928,2420000,-31333.396484375
1751246329.334094,2430000,-38583.7265625
1751246342.7941399,2440000,-32590.775390625
1751246354.915926,2450000,-36009.07421875
1751246367.5021398,2460000,-32303.998046875
1751246379.863658,2470000,-34955.984375
1751246391.291103,2480000,-32777.2578125
1751246405.754634,2490000,-36160.87109375
1751246417.926566,2500000,-33846.5234375
1751246430.244181,2510000,-31991.6796875
1751246443.1716769,2520000,-38264.6953125
1751246455.603324,2530000,-37328.5859375
1751246469.6905081,2540000,-29475.7578125
1751246485.628149,2550000,-36869.3671875
1751246497.185128,2560000,-34515.67578125
1751246513.15378,2570000,-42447.78515625
1751246528.159811,2580000,-31557.892578125
1751246540.248396,2590000,-37974.69140625
1751246552.108612,2600000,-34128.3046875
1751246564.606445,2610000,-33534.5
1751246576.65799,2620000,-31461.939453125
1751246590.316086,2630000,-34707.96484375
1751246602.569791,2640000,-34603.2421875
1751246613.646065,2650000,-31353.70703125
1751246626.0751731,2660000,-40130.34375
1751246638.642169,2670000,-31431.240234375
1751246651.5847008,2680000,-34252.7421875
1751246664.266825,2690000,-39257.13671875
1751246676.8315609,2700000,-35108.43359375
1751246688.770226,2710000,-30767.607421875
1751246701.408119,2720000,-38712.53125
1751246715.2944372,2730000,-37248.6484375
1751246726.8092391,2740000,-35447.14453125
1751246739.3581839,2750000,-32387.212890625
1751246752.225358,2760000,-32465.361328125
1751246773.573001,2770000,-30255.2734375
1751246785.404236,2780000,-29471.06640625
1751246797.356262,2790000,-30987.578125
1751246809.820184,2800000,-31101.8046875
1751246822.496057,2810000,-35067.578125
1751246833.801621,2820000,-36871.55859375
1751246846.572829,2830000,-33312.80859375
1751246858.637434,2840000,-34499.06640625
1751246871.4775732,2850000,-31047.48828125
1751246884.712032,2860000,-31574.349609375
1751246897.172158,2870000,-37355.06640625
1751246909.814362,2880000,-36788.09765625
1751246921.975203,2890000,-34427.4296875
1751246934.36037,2900000,-36651.2265625
1751246946.120785,2910000,-32557.9765625
1751246959.101407,2920000,-34847.70703125
1751246971.074243,2930000,-34911.3984375
1751246985.5509288,2940000,-35602.8671875
1751247000.065289,2950000,-36184.00390625
1751247013.756383,2960000,-31127.318359375
1751247026.465214,2970000,-29587.294921875
1751247039.633443,2980000,-34321.01953125
1751247051.4622378,2990000,-41756.5078125
1751247065.5330298,3000000,-34365.35546875
1751247077.796926,3010000,-31855.048828125
1751247095.235459,3020000,-38579.95703125
1751247109.748718,3030000,-33455.14453125
1751247128.146517,3040000,-32121.767578125
1751247143.778332,3050000,-32467.58203125
1751247156.305832,3060000,-32661.28515625
1751247174.402289,3070000,-36382.1875
1751247189.120072,3080000,-35826.18359375
1751247202.217696,3090000,-27572.916015625
1751247219.957398,3100000,-36964.73046875
1751247236.2972732,3110000,-31380.41015625
1751247249.755882,3120000,-29816.654296875
1751247262.96109,3130000,-35624.48828125
1751247275.929609,3140000,-30746.16015625
1751247288.765453,3150000,-29837.146484375
1751247303.853426,3160000,-29250.451171875
1751247323.3304682,3170000,-33947.3359375
1751247345.1708422,3180000,-38982.6953125
1751247371.96867,3190000,-40745.875
1751247395.71924,3200000,-35548.9765625
1751247412.3105102,3210000,-31851.708984375
1751247430.295579,3220000,-37231.8046875
1751247448.46991,3230000,-38390.578125
1751247481.597205,3240000,-33847.04296875
1751247495.603629,3250000,-32417.455078125
1751247524.551998,3260000,-31247.783203125
1751247542.824779,3270000,-30001.01171875
1751247562.9511628,3280000,-34888.46484375
1751247590.033077,3290000,-32210.841796875
1751247622.814301,3300000,-36656.55859375
1751247643.789045,3310000,-33816.12109375
1751247685.1012821,3320000,-41128.4140625
1751247728.101563,3330000,-29316.869140625
1751247761.63325,3340000,-36550.32421875
1751247785.32849,3350000,-38442.09375
1751247813.4266062,3360000,-32707.658203125
1751247829.786122,3370000,-32175.0859375
1751247853.535437,3380000,-34174.50390625
1751247869.8731468,3390000,-31946.048828125
1751247884.218772,3400000,-30439.189453125
1751247897.369685,3410000,-36271.89453125
1751247910.4255822,3420000,-35967.296875
1751247923.4177668,3430000,-39677.1640625
1751247935.7207732,3440000,-29002.32421875
1751247948.1881301,3450000,-33220.2734375
1751247960.5638468,3460000,-34346.74609375
1751247972.684082,3470000,-30378.939453125
1751247984.428685,3480000,-33644.7578125
1751247996.452599,3490000,-32054.56640625
1751248007.962413,3500000,-39281.7578125
1751248020.19407,3510000,-33485.359375
1751248032.017408,3520000,-36378.2421875
1751248044.089885,3530000,-35737.88671875
1751248056.128243,3540000,-33143.81640625
1751248069.706124,3550000,-34510.0703125
1751248082.303117,3560000,-40495.98046875
1751248094.8059661,3570000,-32441.87890625
1751248106.737848,3580000,-35972.8203125
1751248118.074246,3590000,-30318.46875
1751248130.722392,3600000,-32315.2109375
1751248143.416887,3610000,-40599.578125
1751248156.20437,3620000,-31903.1328125
1751248168.368702,3630000,-38510.34765625
1751248180.5280719,3640000,-37073.00390625
1751248195.857512,3650000,-35508.4921875
1751248210.7435362,3660000,-35079.91796875
1751248223.027297,3670000,-33459.1640625
1751248236.37698,3680000,-33453.83984375
1751248249.162581,3690000,-38072.1328125
1751248262.7136168,3700000,-38900.375
1751248275.2269719,3710000,-28700.2734375
1751248289.2743628,3720000,-37358.33203125
1751248301.567699,3730000,-34690.2109375
1751248316.1004438,3740000,-26836.822265625
1751248346.543413,3750000,-32192.458984375
1751248360.5551932,3760000,-37135.68359375
1751248378.273876,3770000,-32354.95703125
1751248397.7243369,3780000,-31962.912109375
1751248434.3714051,3790000,-35199.35546875
1751248452.202602,3800000,-34019.84765625
1751248473.033553,3810000,-32954.546875
1751248487.3125482,3820000,-35475.296875
1751248520.359531,3830000,-36679.3125
1751248560.458742,3840000,-30417.33203125
1751248592.816824,3850000,-36642.71875
1751248616.027136,3860000,-31505.853515625
1751248630.804043,3870000,-36251.86328125
1751248643.2605178,3880000,-39033.54296875
1751248656.070787,3890000,-35655.1015625
1751248668.7406888,3900000,-33895.71875
1751248681.338378,3910000,-33190.421875
1751248694.770541,3920000,-34590.73046875
1751248706.981688,3930000,-31646.001953125
1751248720.235397,3940000,-34096.94140625
1751248755.554399,3950000,-32116.76953125
1751248773.4214242,3960000,-35141.1953125
1751248808.4705122,3970000,-38492.53125
1751248823.183179,3980000,-35711.875
1751248836.4503942,3990000,-34117.65234375
1751248848.8096662,4000000,-34694.10546875
1751248862.776063,4010000,-40642.39453125
1751248908.931288,4020000,-31150.587890625
1751248938.486136,4030000,-28147.0625
1751248955.5766551,4040000,-30929.9921875
1751248972.052307,4050000,-31809.7109375
1751248995.623976,4060000,-30701.78515625
1751249008.1894872,4070000,-33225.98046875
1751249023.085152,4080000,-34453.4296875
1751249036.626063,4090000,-41184.8203125
1751249048.2724962,4100000,-26633.5234375
1751249062.334151,4110000,-35877.5234375
1751249074.463657,4120000,-36055.8984375
1751249086.2006552,4130000,-33585.0859375
1751249099.420922,4140000,-33884.12890625
1751249112.554451,4150000,-45766.46484375
1751249124.553557,4160000,-37436.8203125
1751249136.637203,4170000,-44709.34765625
1751249148.512077,4180000,-34360.53125
1751249160.902733,4190000,-34682.29296875
1751249172.718893,4200000,-34984.1796875
1751249184.6974132,4210000,-30676.513671875
1751249196.47573,4220000,-31953.53125
1751249208.391343,4230000,-39377.05859375
1751249220.704016,4240000,-33685.48046875
1751249232.447422,4250000,-34553.0078125
1751249244.173874,4260000,-34631.19921875
1751249255.295016,4270000,-31770.95703125
1751249267.011777,4280000,-42827.51171875
1751249279.3308249,4290000,-33444.30859375
1751249292.078333,4300000,-36258.12890625
1751249303.731473,4310000,-34345.8046875
1751249317.5217202,4320000,-32306.734375
1751249329.8318589,4330000,-32708.033203125
1751249344.308053,4340000,-44528.2578125
1751249356.693791,4350000,-33876.9765625
1751249368.145843,4360000,-36505.00390625
1751249380.278503,4370000,-42475.84765625
1751249392.300256,4380000,-37061.73828125
1751249404.888126,4390000,-31245.494140625
1751249416.716249,4400000,-33910.90625
1751249428.510127,4410000,-34505.203125
1751249440.183681,4420000,-34335.12109375
1751249452.06642,4430000,-32273.4296875
1751249463.6805398,4440000,-32601.384765625
1751249475.331711,4450000,-30143.658203125
1751249486.982411,4460000,-30831.265625
1751249498.8758888,4470000,-34166.0625
1751249512.026335,4480000,-32586.744140625
1751249524.149086,4490000,-35829.21875
1751249536.0315678,4500000,-35155.4296875
1751249547.646795,4510000,-38295.80859375
1751249559.872702,4520000,-35440.72265625
1751249571.2163892,4530000,-38645.69140625
1751249585.059538,4540000,-40309.33984375
1751249599.337248,4550000,-30688.267578125
1751249612.334729,4560000,-37380.98828125
1751249624.316586,4570000,-31744.94140625
1751249636.767668,4580000,-34675.234375
1751249648.7789109,4590000,-33429.9140625
1751249660.988555,4600000,-31770.84375
1751249672.432097,4610000,-33092.12109375
1751249684.2656739,4620000,-35390.0078125
1751249698.8036091,4630000,-34407.38671875
1751249711.624042,4640000,-37526.76953125
1751249723.616064,4650000,-36113.7734375
1751249735.8012311,4660000,-38165.8984375
1751249748.03343,4670000,-32931.25390625
1751249760.632688,4680000,-31438.783203125
1751249772.8632472,4690000,-34605.84375
1751249784.366517,4700000,-33818.61328125
1751249796.58008,4710000,-29104.353515625
1751249808.308795,4720000,-35141.5
1751249820.487521,4730000,-33203.80078125
1751249833.192523,4740000,-33625.44140625
1751249845.2410188,4750000,-32605.736328125
1751249856.9559941,4760000,-35702.33984375
1751249870.237565,4770000,-27749.66796875
1751249882.092802,4780000,-27574.603515625
1751249894.299894,4790000,-35014.328125
1751249906.2546911,4800000,-35878.30078125
1751249918.563575,4810000,-41786.421875
1751249930.667447,4820000,-30739.587890625
1751249944.9514902,4830000,-31070.390625
1751249957.0044491,4840000,-33554.953125
1751249969.216751,4850000,-36743.38671875
1751249981.422626,4860000,-39957.5859375
1751249992.70184,4870000,-39422.49609375
1751250005.760781,4880000,-30915.734375
1751250017.712512,4890000,-31347.42578125
1751250029.827927,4900000,-34994.63671875
1751250041.72001,4910000,-29627.271484375
1751250053.6892002,4920000,-33061.625
1751250066.016354,4930000,-35041.19921875
1751250078.17045,4940000,-31910.609375
1751250093.395201,4950000,-38036.70703125
1751250105.3912451,4960000,-35243.88671875
1751250118.4059362,4970000,-30049.2421875
1751250131.2642949,4980000,-36509.60546875
1751250143.471659,4990000,-35740.5859375
1751250157.219626,5000000,-34713.70703125
